Node_No,X,Y,Z,Total Deformation
17245,0.0299,-0.0036,-0.0066,0.0308
17246,0.0299,-0.0035,-0.0074,0.0310
17247,0.0295,-0.0039,-0.0077,0.0308
17248,0.0291,-0.0038,-0.0074,0.0303
17249,0.0292,-0.0036,-0.0066,0.0302
17250,0.0296,-0.0028,-0.0073,0.0307
17251,0.0287,-0.0047,-0.0070,0.0299
17252,0.0296,-0.0040,-0.0066,0.0306
17253,0.0289,-0.0046,-0.0066,0.0300
17254,0.0289,-0.0045,-0.0074,0.0302
17255,0.0292,-0.0043,-0.0077,0.0305
17256,0.0288,-0.0041,-0.0074,0.0300
17257,0.0289,-0.0040,-0.0066,0.0299
17258,0.0279,-0.0053,-0.0070,0.0292
17259,0.0286,-0.0049,-0.0066,0.0297
17260,0.0277,-0.0055,-0.0066,0.0290
17261,0.0285,-0.0049,-0.0074,0.0299
17262,0.0281,-0.0052,-0.0077,0.0296
17263,0.0284,-0.0044,-0.0074,0.0297
17264,0.0285,-0.0043,-0.0066,0.0295
17265,0.0278,-0.0048,-0.0069,0.0290
17266,0.0270,-0.0057,-0.0070,0.0284
17267,0.0273,-0.0057,-0.0066,0.0286
17268,0.0273,-0.0055,-0.0073,0.0288
17269,0.0276,-0.0054,-0.0077,0.0292
17270,0.0273,-0.0051,-0.0069,0.0286
17271,0.0260,-0.0059,-0.0070,0.0276
17272,0.0268,-0.0058,-0.0066,0.0282
17273,0.0268,-0.0057,-0.0073,0.0284
17274,0.0260,-0.0059,-0.0073,0.0276
17275,0.0263,-0.0059,-0.0076,0.0280
17276,0.0263,-0.0053,-0.0074,0.0278
17277,0.0261,-0.0056,-0.0064,0.0275
17278,0.0269,-0.0052,-0.0069,0.0282
17279,0.0250,-0.0060,-0.0070,0.0266
17280,0.0263,-0.0059,-0.0066,0.0277
17281,0.0252,-0.0061,-0.0066,0.0267
17282,0.0255,-0.0060,-0.0073,0.0272
17283,0.0258,-0.0054,-0.0074,0.0274
17284,0.0250,-0.0055,-0.0071,0.0265
17285,0.0257,-0.0057,-0.0064,0.0270
17286,0.0240,-0.0059,-0.0070,0.0257
17287,0.0247,-0.0061,-0.0066,0.0263
17288,0.0250,-0.0060,-0.0073,0.0267
17289,0.0244,-0.0060,-0.0075,0.0262
17290,0.0245,-0.0055,-0.0071,0.0260
17291,0.0231,-0.0057,-0.0070,0.0247
17292,0.0242,-0.0060,-0.0066,0.0258
17293,0.0232,-0.0058,-0.0067,0.0249
17294,0.0233,-0.0058,-0.0074,0.0251
17295,0.0239,-0.0059,-0.0075,0.0257
17296,0.0240,-0.0054,-0.0071,0.0256
17297,0.0237,-0.0056,-0.0065,0.0252
17298,0.0221,-0.0053,-0.0070,0.0238
17299,0.0228,-0.0056,-0.0067,0.0244
17300,0.0219,-0.0052,-0.0066,0.0235
17301,0.0228,-0.0056,-0.0074,0.0246
17302,0.0221,-0.0052,-0.0076,0.0239
17303,0.0225,-0.0048,-0.0071,0.0240
17304,0.0235,-0.0052,-0.0071,0.0251
17305,0.0232,-0.0055,-0.0065,0.0247
17306,0.0225,-0.0053,-0.0062,0.0239
17307,0.0213,-0.0047,-0.0070,0.0229
17308,0.0215,-0.0050,-0.0066,0.0230
17309,0.0217,-0.0050,-0.0076,0.0235
17310,0.0220,-0.0046,-0.0071,0.0236
17311,0.0206,-0.0041,-0.0070,0.0221
17312,0.0211,-0.0047,-0.0066,0.0226
17313,0.0208,-0.0042,-0.0074,0.0225
17314,0.0213,-0.0047,-0.0076,0.0230
17315,0.0216,-0.0043,-0.0071,0.0231
17316,0.0211,-0.0038,-0.0066,0.0225
17317,0.0200,-0.0033,-0.0070,0.0214
17318,0.0207,-0.0043,-0.0066,0.0222
17319,0.0200,-0.0035,-0.0066,0.0214
17320,0.0204,-0.0039,-0.0074,0.0221
17321,0.0201,-0.0035,-0.0078,0.0218
17322,0.0213,-0.0039,-0.0071,0.0228
17323,0.0204,-0.0030,-0.0077,0.0220
17324,0.0208,-0.0035,-0.0066,0.0221
17325,0.0195,-0.0024,-0.0070,0.0209
17326,0.0198,-0.0031,-0.0066,0.0211
17327,0.0194,-0.0023,-0.0066,0.0206
17328,0.0196,-0.0026,-0.0074,0.0211
17329,0.0199,-0.0031,-0.0078,0.0215
17330,0.0200,-0.0021,-0.0066,0.0211
17331,0.0202,-0.0025,-0.0077,0.0217
17332,0.0205,-0.0031,-0.0066,0.0218
17333,0.0192,-0.0015,-0.0070,0.0205
17334,0.0192,-0.0018,-0.0066,0.0204
17335,0.0194,-0.0022,-0.0074,0.0209
17336,0.0192,-0.0013,-0.0075,0.0206
17337,0.0198,-0.0016,-0.0066,0.0209
17338,0.0200,-0.0021,-0.0077,0.0215
17339,0.0195,-0.0010,-0.0074,0.0209
17340,0.0189,-0.0003,-0.0066,0.0201
17341,0.0191,-0.0013,-0.0066,0.0202
17342,0.0191,-0.0008,-0.0075,0.0205
17343,0.0197,-0.0011,-0.0066,0.0208
17344,0.0194,-0.0006,-0.0074,0.0208
17345,0.0190,-0.0005,-0.0150,0.0242
17346,0.0190,0.0005,-0.0150,0.0242
17347,0.0189,-0.0002,-0.0154,0.0244
17348,0.0190,-0.0001,-0.0147,0.0240
17349,0.0190,0.0004,-0.0145,0.0239
17350,0.0194,0.0001,-0.0153,0.0247
17351,0.0196,-0.0005,-0.0148,0.0245
17352,0.0192,-0.0015,-0.0150,0.0244
17353,0.0190,-0.0007,-0.0154,0.0244
17354,0.0190,-0.0006,-0.0147,0.0240
17355,0.0191,-0.0013,-0.0144,0.0240
17356,0.0195,-0.0004,-0.0153,0.0247
17357,0.0194,-0.0013,-0.0156,0.0249
17358,0.0196,-0.0010,-0.0148,0.0246
17359,0.0195,-0.0024,-0.0150,0.0247
17360,0.0188,-0.0020,-0.0155,0.0245
17361,0.0190,-0.0011,-0.0154,0.0245
17362,0.0194,-0.0023,-0.0154,0.0249
17363,0.0194,-0.0022,-0.0146,0.0244
17364,0.0193,-0.0018,-0.0144,0.0241
17365,0.0195,-0.0018,-0.0156,0.0250
17366,0.0197,-0.0014,-0.0148,0.0247
17367,0.0200,-0.0033,-0.0150,0.0252
17368,0.0196,-0.0028,-0.0154,0.0251
17369,0.0196,-0.0026,-0.0146,0.0246
17370,0.0200,-0.0033,-0.0144,0.0249
17371,0.0197,-0.0023,-0.0156,0.0252
17372,0.0203,-0.0026,-0.0144,0.0250
17373,0.0205,-0.0031,-0.0153,0.0258
17374,0.0199,-0.0019,-0.0148,0.0249
17375,0.0206,-0.0041,-0.0150,0.0258
17376,0.0199,-0.0032,-0.0154,0.0253
17377,0.0204,-0.0040,-0.0154,0.0258
17378,0.0203,-0.0037,-0.0144,0.0252
17379,0.0205,-0.0030,-0.0144,0.0252
17380,0.0208,-0.0035,-0.0153,0.0261
17381,0.0213,-0.0047,-0.0150,0.0265
17382,0.0207,-0.0043,-0.0154,0.0262
17383,0.0215,-0.0049,-0.0154,0.0268
17384,0.0211,-0.0046,-0.0146,0.0261
17385,0.0206,-0.0041,-0.0144,0.0255
17386,0.0215,-0.0042,-0.0142,0.0261
17387,0.0211,-0.0039,-0.0153,0.0264
17388,0.0221,-0.0053,-0.0150,0.0273
17389,0.0219,-0.0052,-0.0154,0.0272
17390,0.0215,-0.0049,-0.0146,0.0264
17391,0.0219,-0.0052,-0.0144,0.0267
17392,0.0219,-0.0045,-0.0142,0.0265
17393,0.0215,-0.0042,-0.0153,0.0268
17394,0.0223,-0.0049,-0.0150,0.0273
17395,0.0231,-0.0057,-0.0150,0.0281
17396,0.0223,-0.0054,-0.0154,0.0276
17397,0.0232,-0.0058,-0.0154,0.0284
17398,0.0224,-0.0054,-0.0144,0.0271
17399,0.0230,-0.0057,-0.0143,0.0277
17400,0.0227,-0.0052,-0.0150,0.0277
17401,0.0240,-0.0059,-0.0150,0.0289
17402,0.0237,-0.0059,-0.0154,0.0288
17403,0.0235,-0.0058,-0.0143,0.0281
17404,0.0238,-0.0053,-0.0148,0.0285
17405,0.0232,-0.0053,-0.0150,0.0281
17406,0.0250,-0.0060,-0.0150,0.0298
17407,0.0242,-0.0060,-0.0154,0.0293
17408,0.0248,-0.0060,-0.0143,0.0292
17409,0.0240,-0.0059,-0.0143,0.0285
17410,0.0248,-0.0058,-0.0155,0.0298
17411,0.0243,-0.0053,-0.0148,0.0290
17412,0.0251,-0.0056,-0.0149,0.0297
17413,0.0260,-0.0059,-0.0150,0.0306
17414,0.0253,-0.0065,-0.0155,0.0303
17415,0.0246,-0.0061,-0.0154,0.0297
17416,0.0257,-0.0060,-0.0154,0.0306
17417,0.0253,-0.0060,-0.0143,0.0296
17418,0.0260,-0.0059,-0.0143,0.0302
17419,0.0253,-0.0058,-0.0155,0.0303
17420,0.0256,-0.0056,-0.0149,0.0302
17421,0.0270,-0.0057,-0.0150,0.0314
17422,0.0262,-0.0059,-0.0154,0.0310
17423,0.0272,-0.0057,-0.0154,0.0317
17424,0.0270,-0.0057,-0.0144,0.0311
17425,0.0265,-0.0058,-0.0143,0.0306
17426,0.0268,-0.0052,-0.0148,0.0311
17427,0.0266,-0.0057,-0.0158,0.0315
17428,0.0261,-0.0055,-0.0149,0.0306
17429,0.0279,-0.0053,-0.0150,0.0321
17430,0.0276,-0.0055,-0.0154,0.0321
17431,0.0275,-0.0055,-0.0144,0.0315
17432,0.0273,-0.0050,-0.0148,0.0314
17433,0.0287,-0.0047,-0.0150,0.0327
17434,0.0281,-0.0052,-0.0154,0.0324
17435,0.0289,-0.0047,-0.0154,0.0330
17436,0.0285,-0.0049,-0.0146,0.0324
17437,0.0279,-0.0052,-0.0144,0.0319
17438,0.0277,-0.0048,-0.0148,0.0318
17439,0.0282,-0.0046,-0.0158,0.0326
17440,0.0294,-0.0041,-0.0150,0.0333
17441,0.0292,-0.0044,-0.0154,0.0333
17442,0.0289,-0.0046,-0.0146,0.0327
17443,0.0292,-0.0043,-0.0144,0.0328
17444,0.0290,-0.0037,-0.0153,0.0330
17445,0.0281,-0.0045,-0.0148,0.0321
17446,0.0286,-0.0043,-0.0158,0.0329
17447,0.0290,-0.0041,-0.0146,0.0327
17448,0.0300,-0.0033,-0.0150,0.0337
17449,0.0296,-0.0040,-0.0154,0.0336
17450,0.0299,-0.0035,-0.0144,0.0334
17451,0.0295,-0.0040,-0.0144,0.0331
17452,0.0293,-0.0034,-0.0153,0.0332
17453,0.0293,-0.0037,-0.0146,0.0330
17454,0.0305,-0.0024,-0.0150,0.0341
17455,0.0306,-0.0033,-0.0155,0.0344
17456,0.0299,-0.0036,-0.0154,0.0338
17457,0.0305,-0.0027,-0.0154,0.0342
17458,0.0304,-0.0026,-0.0146,0.0338
17459,0.0302,-0.0031,-0.0144,0.0336
17460,0.0296,-0.0029,-0.0153,0.0334
17461,0.0299,-0.0022,-0.0146,0.0334
17462,0.0302,-0.0020,-0.0155,0.0340
17463,0.0296,-0.0033,-0.0146,0.0332
17464,0.0308,-0.0015,-0.0150,0.0343
17465,0.0307,-0.0022,-0.0154,0.0344
17466,0.0309,-0.0013,-0.0154,0.0346
17467,0.0306,-0.0022,-0.0146,0.0339
17468,0.0301,-0.0018,-0.0146,0.0335
17469,0.0304,-0.0016,-0.0155,0.0341
17470,0.0310,-0.0005,-0.0150,0.0344
17471,0.0310,-0.0008,-0.0154,0.0346
17472,0.0308,-0.0017,-0.0146,0.0341
17473,0.0310,-0.0007,-0.0145,0.0342
17474,0.0308,-0.0015,-0.0142,0.0339
17475,0.0302,-0.0013,-0.0146,0.0336
17476,0.0305,-0.0011,-0.0155,0.0342
17477,0.0302,-0.0003,-0.0149,0.0337
17478,0.0310,0.0005,-0.0150,0.0344
17479,0.0311,-0.0003,-0.0154,0.0347
17480,0.0310,-0.0002,-0.0145,0.0342
17481,0.0307,0.0002,-0.0157,0.0345
17482,0.0306,-0.0006,-0.0155,0.0343
17483,0.0302,0.0002,-0.0149,0.0337
17484,0.0308,0.0015,-0.0150,0.0343
17485,0.0314,0.0005,-0.0155,0.0351
17486,0.0311,0.0002,-0.0154,0.0347
17487,0.0310,0.0012,-0.0154,0.0346
17488,0.0309,0.0012,-0.0145,0.0341
17489,0.0310,0.0003,-0.0145,0.0342
17490,0.0307,0.0007,-0.0157,0.0345
17491,0.0307,0.0008,-0.0146,0.0340
17492,0.0302,0.0016,-0.0153,0.0339
17493,0.0302,0.0007,-0.0149,0.0337
17494,0.0304,0.0014,-0.0146,0.0337
17495,0.0305,0.0024,-0.0150,0.0341
17496,0.0308,0.0017,-0.0154,0.0345
17497,0.0308,0.0017,-0.0145,0.0341
17498,0.0305,0.0023,-0.0142,0.0338
17499,0.0301,0.0021,-0.0153,0.0338
17500,0.0303,0.0018,-0.0146,0.0336
17501,0.0300,0.0033,-0.0150,0.0337
17502,0.0307,0.0022,-0.0154,0.0344
17503,0.0302,0.0032,-0.0154,0.0340
17504,0.0302,0.0031,-0.0146,0.0337
17505,0.0303,0.0028,-0.0142,0.0336
17506,0.0299,0.0026,-0.0153,0.0337
17507,0.0301,0.0023,-0.0146,0.0335
17508,0.0294,0.0041,-0.0150,0.0333
17509,0.0299,0.0036,-0.0154,0.0338
17510,0.0294,0.0042,-0.0154,0.0334
17511,0.0299,0.0035,-0.0146,0.0335
17512,0.0295,0.0039,-0.0143,0.0331
17513,0.0293,0.0036,-0.0146,0.0329
17514,0.0296,0.0030,-0.0153,0.0335
17515,0.0292,0.0037,-0.0153,0.0332
17516,0.0287,0.0047,-0.0150,0.0327
17517,0.0290,0.0046,-0.0154,0.0331
17518,0.0289,0.0045,-0.0146,0.0327
17519,0.0292,0.0043,-0.0143,0.0328
17520,0.0289,0.0040,-0.0146,0.0326
17521,0.0288,0.0041,-0.0153,0.0329
17522,0.0279,0.0053,-0.0150,0.0321
17523,0.0286,0.0049,-0.0154,0.0328
17524,0.0285,0.0049,-0.0146,0.0324
17525,0.0281,0.0052,-0.0143,0.0319
17526,0.0285,0.0043,-0.0146,0.0323
17527,0.0280,0.0049,-0.0157,0.0325
17528,0.0277,0.0049,-0.0144,0.0316
17529,0.0284,0.0044,-0.0153,0.0326
17530,0.0277,0.0040,-0.0147,0.0316
17531,0.0270,0.0057,-0.0150,0.0314
17532,0.0281,0.0057,-0.0155,0.0326
17533,0.0282,0.0052,-0.0154,0.0325
17534,0.0272,0.0057,-0.0154,0.0318
17535,0.0273,0.0055,-0.0147,0.0315
17536,0.0276,0.0054,-0.0143,0.0316
17537,0.0275,0.0052,-0.0157,0.0321
17538,0.0272,0.0052,-0.0144,0.0312
17539,0.0266,0.0052,-0.0154,0.0311
17540,0.0273,0.0043,-0.0147,0.0313
17541,0.0266,0.0054,-0.0148,0.0309
17542,0.0260,0.0059,-0.0150,0.0306
17543,0.0267,0.0058,-0.0154,0.0314
17544,0.0268,0.0057,-0.0147,0.0311
17545,0.0260,0.0059,-0.0147,0.0304
17546,0.0263,0.0059,-0.0144,0.0305
17547,0.0261,0.0053,-0.0154,0.0308
17548,0.0261,0.0056,-0.0148,0.0305
17549,0.0250,0.0060,-0.0150,0.0298
17550,0.0263,0.0060,-0.0154,0.0310
17551,0.0252,0.0061,-0.0154,0.0301
17552,0.0255,0.0060,-0.0147,0.0300
17553,0.0256,0.0054,-0.0154,0.0304
17554,0.0256,0.0057,-0.0148,0.0301
17555,0.0240,0.0059,-0.0150,0.0289
17556,0.0247,0.0061,-0.0154,0.0297
17557,0.0250,0.0060,-0.0147,0.0296
17558,0.0244,0.0060,-0.0145,0.0290
17559,0.0241,0.0055,-0.0152,0.0290
17560,0.0247,0.0054,-0.0147,0.0292
17561,0.0251,0.0054,-0.0154,0.0299
17562,0.0251,0.0057,-0.0148,0.0297
17563,0.0231,0.0057,-0.0150,0.0281
17564,0.0242,0.0060,-0.0154,0.0293
17565,0.0232,0.0058,-0.0154,0.0284
17566,0.0233,0.0058,-0.0146,0.0281
17567,0.0239,0.0059,-0.0145,0.0286
17568,0.0236,0.0054,-0.0152,0.0286
17569,0.0242,0.0053,-0.0147,0.0288
17570,0.0221,0.0053,-0.0150,0.0273
17571,0.0228,0.0056,-0.0154,0.0280
17572,0.0219,0.0052,-0.0154,0.0273
17573,0.0228,0.0056,-0.0146,0.0276
17574,0.0221,0.0052,-0.0144,0.0269
17575,0.0231,0.0052,-0.0152,0.0282
17576,0.0230,0.0050,-0.0142,0.0275
17577,0.0223,0.0048,-0.0152,0.0274
17578,0.0213,0.0047,-0.0150,0.0265
17579,0.0215,0.0050,-0.0154,0.0269
17580,0.0217,0.0050,-0.0144,0.0265
17581,0.0219,0.0045,-0.0152,0.0270
17582,0.0206,0.0041,-0.0150,0.0258
17583,0.0211,0.0047,-0.0154,0.0265
17584,0.0208,0.0042,-0.0146,0.0257
17585,0.0213,0.0047,-0.0144,0.0261
17586,0.0210,0.0037,-0.0146,0.0258
17587,0.0215,0.0042,-0.0152,0.0266
17588,0.0200,0.0033,-0.0150,0.0252
17589,0.0200,0.0041,-0.0155,0.0256
17590,0.0207,0.0043,-0.0154,0.0262
17591,0.0200,0.0035,-0.0154,0.0255
17592,0.0204,0.0039,-0.0146,0.0254
17593,0.0201,0.0035,-0.0143,0.0249
17594,0.0206,0.0033,-0.0146,0.0255
17595,0.0204,0.0038,-0.0157,0.0260
17596,0.0211,0.0038,-0.0152,0.0263
17597,0.0203,0.0028,-0.0152,0.0255
17598,0.0195,0.0024,-0.0150,0.0247
17599,0.0198,0.0031,-0.0154,0.0252
17600,0.0194,0.0023,-0.0154,0.0248
17601,0.0199,0.0031,-0.0143,0.0246
17602,0.0195,0.0024,-0.0142,0.0243
17603,0.0203,0.0029,-0.0146,0.0252
17604,0.0200,0.0024,-0.0152,0.0252
17605,0.0192,0.0015,-0.0150,0.0244
17606,0.0192,0.0018,-0.0154,0.0247
17607,0.0193,0.0020,-0.0142,0.0241
17608,0.0198,0.0019,-0.0152,0.0250
17609,0.0189,0.0003,-0.0154,0.0244
17610,0.0191,0.0013,-0.0154,0.0245
17611,0.0191,0.0008,-0.0145,0.0240
17612,0.0192,0.0015,-0.0142,0.0239
17613,0.0195,0.0006,-0.0153,0.0247
17614,0.0197,0.0014,-0.0152,0.0249
17615,0.0116,0.0210,-0.0160,0.0288
17616,0.0124,0.0205,-0.0160,0.0288
17617,0.0122,0.0211,-0.0161,0.0292
17618,0.0121,0.0199,-0.0160,0.0283
17619,0.0114,0.0201,-0.0160,0.0281
17620,0.0119,0.0207,-0.0165,0.0290
17621,0.0116,-0.0210,-0.0160,0.0288
17622,0.0124,-0.0205,-0.0160,0.0288
17623,0.0122,-0.0211,-0.0161,0.0292
17624,0.0119,-0.0201,-0.0160,0.0283
17625,0.0119,-0.0208,-0.0166,0.0291
17626,0.0107,0.0215,-0.0160,0.0288
17627,0.0118,0.0214,-0.0161,0.0292
17628,0.0110,0.0218,-0.0161,0.0292
17629,0.0104,0.0208,-0.0160,0.0282
17630,0.0110,0.0204,-0.0160,0.0281
17631,0.0106,0.0214,-0.0166,0.0291
17632,0.0114,0.0210,-0.0165,0.0290
17633,0.0112,0.0215,-0.0168,0.0294
17634,0.0113,0.0216,-0.0161,0.0292
17635,0.0098,0.0219,-0.0160,0.0288
17636,0.0105,0.0220,-0.0161,0.0292
17637,0.0099,0.0211,-0.0160,0.0282
17638,0.0102,0.0217,-0.0166,0.0291
17639,0.0089,0.0223,-0.0160,0.0288
17640,0.0101,0.0222,-0.0161,0.0292
17641,0.0091,0.0226,-0.0161,0.0292
17642,0.0087,0.0215,-0.0160,0.0282
17643,0.0095,0.0213,-0.0160,0.0282
17644,0.0088,0.0224,-0.0167,0.0292
17645,0.0097,0.0219,-0.0166,0.0291
17646,0.0079,0.0227,-0.0160,0.0288
17647,0.0086,0.0228,-0.0161,0.0292
17648,0.0082,0.0217,-0.0160,0.0282
17649,0.0083,0.0225,-0.0167,0.0292
17650,0.0070,0.0230,-0.0160,0.0288
17651,0.0082,0.0230,-0.0161,0.0292
17652,0.0072,0.0233,-0.0161,0.0292
17653,0.0077,0.0219,-0.0160,0.0282
17654,0.0069,0.0220,-0.0160,0.0281
17655,0.0079,0.0227,-0.0167,0.0292
17656,0.0069,0.0230,-0.0166,0.0292
17657,0.0069,0.0219,-0.0168,0.0285
17658,0.0060,0.0232,-0.0160,0.0288
17659,0.0067,0.0234,-0.0161,0.0292
17660,0.0057,0.0225,-0.0160,0.0282
17661,0.0064,0.0221,-0.0160,0.0281
17662,0.0064,0.0231,-0.0166,0.0292
17663,0.0051,0.0235,-0.0160,0.0288
17664,0.0063,0.0236,-0.0161,0.0292
17665,0.0053,0.0238,-0.0161,0.0292
17666,0.0052,0.0226,-0.0160,0.0282
17667,0.0060,0.0233,-0.0166,0.0292
17668,0.0051,0.0232,-0.0165,0.0289
17669,0.0041,0.0237,-0.0160,0.0288
17670,0.0048,0.0239,-0.0161,0.0292
17671,0.0048,0.0227,-0.0160,0.0282
17672,0.0040,0.0230,-0.0160,0.0283
17673,0.0046,0.0233,-0.0165,0.0289
17674,0.0031,0.0238,-0.0160,0.0288
17675,0.0043,0.0240,-0.0161,0.0292
17676,0.0033,0.0242,-0.0161,0.0292
17677,0.0035,0.0231,-0.0160,0.0283
17678,0.0037,0.0236,-0.0172,0.0294
17679,0.0027,0.0237,-0.0166,0.0291
17680,0.0035,0.0228,-0.0168,0.0285
17681,0.0041,0.0233,-0.0165,0.0289
17682,0.0021,0.0239,-0.0160,0.0288
17683,0.0028,0.0242,-0.0161,0.0292
17684,0.0022,0.0231,-0.0160,0.0282
17685,0.0030,0.0231,-0.0160,0.0283
17686,0.0022,0.0238,-0.0166,0.0291
17687,0.0011,0.0240,-0.0160,0.0288
17688,0.0023,0.0243,-0.0161,0.0292
17689,0.0013,0.0244,-0.0161,0.0292
17690,0.0017,0.0231,-0.0160,0.0282
17691,0.0017,0.0239,-0.0166,0.0291
17692,0.0001,0.0240,-0.0160,0.0288
17693,0.0008,0.0244,-0.0161,0.0292
17694,0.0012,0.0232,-0.0160,0.0282
17695,0.0003,0.0232,-0.0160,0.0282
17696,0.0000,0.0239,-0.0166,0.0291
17697,0.0013,0.0239,-0.0166,0.0291
17698,0.0005,0.0242,-0.0166,0.0293
17699,-0.0009,0.0240,-0.0160,0.0288
17700,0.0003,0.0244,-0.0161,0.0292
17701,-0.0007,0.0244,-0.0161,0.0292
17702,-0.0002,0.0232,-0.0160,0.0282
17703,-0.0009,0.0234,-0.0160,0.0283
17704,-0.0005,0.0239,-0.0166,0.0291
17705,0.0000,0.0242,-0.0166,0.0293
17706,-0.0019,0.0239,-0.0160,0.0288
17707,-0.0012,0.0243,-0.0161,0.0292
17708,-0.0014,0.0233,-0.0160,0.0283
17709,-0.0010,0.0239,-0.0166,0.0291
17710,-0.0015,0.0236,-0.0166,0.0289
17711,-0.0029,0.0238,-0.0160,0.0288
17712,-0.0017,0.0243,-0.0161,0.0292
17713,-0.0027,0.0242,-0.0161,0.0292
17714,-0.0026,0.0233,-0.0160,0.0284
17715,-0.0019,0.0233,-0.0160,0.0283
17716,-0.0028,0.0239,-0.0166,0.0292
17717,-0.0020,0.0236,-0.0166,0.0289
17718,-0.0038,0.0237,-0.0160,0.0288
17719,-0.0032,0.0242,-0.0161,0.0292
17720,-0.0036,0.0229,-0.0160,0.0281
17721,-0.0031,0.0232,-0.0160,0.0284
17722,-0.0033,0.0238,-0.0166,0.0292
17723,-0.0039,0.0233,-0.0164,0.0287
17724,-0.0048,0.0235,-0.0160,0.0288
17725,-0.0037,0.0241,-0.0161,0.0292
17726,-0.0047,0.0239,-0.0161,0.0292
17727,-0.0041,0.0228,-0.0160,0.0282
17728,-0.0038,0.0237,-0.0166,0.0292
17729,-0.0044,0.0232,-0.0164,0.0287
17730,-0.0046,0.0236,-0.0167,0.0292
17731,-0.0058,0.0233,-0.0160,0.0288
17732,-0.0052,0.0238,-0.0161,0.0292
17733,-0.0046,0.0227,-0.0160,0.0281
17734,-0.0055,0.0224,-0.0160,0.0281
17735,-0.0057,0.0233,-0.0166,0.0292
17736,-0.0048,0.0231,-0.0164,0.0287
17737,-0.0051,0.0235,-0.0167,0.0292
17738,-0.0068,0.0230,-0.0160,0.0288
17739,-0.0057,0.0237,-0.0161,0.0292
17740,-0.0066,0.0235,-0.0161,0.0292
17741,-0.0059,0.0223,-0.0160,0.0281
17742,-0.0062,0.0231,-0.0166,0.0292
17743,-0.0077,0.0227,-0.0160,0.0288
17744,-0.0071,0.0233,-0.0161,0.0292
17745,-0.0071,0.0217,-0.0160,0.0279
17746,-0.0078,0.0221,-0.0160,0.0284
17747,-0.0064,0.0222,-0.0160,0.0281
17748,-0.0067,0.0230,-0.0166,0.0291
17749,-0.0076,0.0227,-0.0166,0.0291
17750,-0.0086,0.0224,-0.0160,0.0288
17751,-0.0076,0.0232,-0.0161,0.0292
17752,-0.0086,0.0228,-0.0161,0.0292
17753,-0.0082,0.0219,-0.0160,0.0284
17754,-0.0080,0.0225,-0.0166,0.0291
17755,-0.0096,0.0220,-0.0160,0.0288
17756,-0.0090,0.0226,-0.0161,0.0292
17757,-0.0087,0.0218,-0.0160,0.0284
17758,-0.0085,0.0224,-0.0166,0.0291
17759,-0.0092,0.0221,-0.0166,0.0292
17760,-0.0105,0.0216,-0.0160,0.0288
17761,-0.0098,0.0225,-0.0165,0.0295
17762,-0.0095,0.0225,-0.0161,0.0292
17763,-0.0104,0.0220,-0.0161,0.0292
17764,-0.0099,0.0210,-0.0160,0.0282
17765,-0.0091,0.0216,-0.0160,0.0284
17766,-0.0103,0.0211,-0.0168,0.0289
17767,-0.0097,0.0219,-0.0166,0.0292
17768,-0.0102,0.0219,-0.0167,0.0294
17769,-0.0106,0.0216,-0.0164,0.0291
17770,-0.0114,0.0212,-0.0160,0.0288
17771,-0.0109,0.0218,-0.0161,0.0292
17772,-0.0104,0.0208,-0.0160,0.0282
17773,-0.0110,0.0205,-0.0160,0.0283
17774,-0.0110,0.0214,-0.0164,0.0291
17775,-0.0122,0.0207,-0.0160,0.0288
17776,-0.0120,0.0213,-0.0165,0.0295
17777,-0.0113,0.0216,-0.0161,0.0292
17778,-0.0123,0.0210,-0.0161,0.0292
17779,-0.0114,0.0203,-0.0160,0.0283
17780,-0.0121,0.0207,-0.0166,0.0292
17781,-0.0115,0.0211,-0.0164,0.0291
17782,-0.0131,0.0201,-0.0160,0.0288
17783,-0.0128,0.0208,-0.0161,0.0292
17784,-0.0123,0.0194,-0.0160,0.0280
17785,-0.0119,0.0201,-0.0160,0.0283
17786,-0.0129,0.0197,-0.0160,0.0285
17787,-0.0132,0.0199,-0.0165,0.0291
17788,-0.0125,0.0204,-0.0166,0.0292
17789,-0.0139,0.0196,-0.0160,0.0288
17790,-0.0132,0.0205,-0.0161,0.0292
17791,-0.0140,0.0199,-0.0161,0.0292
17792,-0.0133,0.0194,-0.0160,0.0285
17793,-0.0136,0.0196,-0.0165,0.0291
17794,-0.0147,0.0190,-0.0160,0.0288
17795,-0.0144,0.0196,-0.0161,0.0292
17796,-0.0139,0.0185,-0.0160,0.0281
17797,-0.0137,0.0191,-0.0160,0.0285
17798,-0.0140,0.0193,-0.0165,0.0291
17799,-0.0155,0.0184,-0.0160,0.0288
17800,-0.0148,0.0193,-0.0161,0.0292
17801,-0.0156,0.0187,-0.0161,0.0292
17802,-0.0142,0.0182,-0.0160,0.0281
17803,-0.0150,0.0177,-0.0160,0.0282
17804,-0.0144,0.0190,-0.0165,0.0291
17805,-0.0154,0.0183,-0.0166,0.0291
17806,-0.0162,0.0177,-0.0160,0.0288
17807,-0.0160,0.0184,-0.0161,0.0292
17808,-0.0154,0.0174,-0.0160,0.0282
17809,-0.0158,0.0180,-0.0166,0.0291
17810,-0.0169,0.0170,-0.0160,0.0288
17811,-0.0164,0.0181,-0.0161,0.0292
